id,namespace,path,description_id,class,max_stack,max_damage,tags,producer_recipes,consumer_recipes,resource_references
"malum:soul_stained_steel_leggings","malum","soul_stained_steel_leggings","item.malum.soul_stained_steel_leggings","com.sammy.malum.common.item.curiosities.armor.SoulStainedSteelArmorItem","1","360","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/leg_armor|minecraft:enchantable/vanishing|minecraft:leg_armor|minecraft:trimmable_armor","0","0","6"
"malum:soul_stained_steel_nugget","malum","soul_stained_steel_nugget","item.malum.soul_stained_steel_nugget","net.minecraft.world.item.Item","64","0","c:nuggets|malum:materials|malum:prospectors_treasure|malum:soulwoven_pouch_efficient","1","4","8"
"malum:soul_stained_steel_pickaxe","malum","soul_stained_steel_pickaxe","item.malum.soul_stained_steel_pickaxe","team.lodestar.lodestone.systems.item.tools.magic.MagicPickaxeItem","1","1250","betterarcheology:tunneling_items|c:enchantables|c:tools|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|malum:enchantable/spirit_plunder|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/vanishing|minecraft:pickaxes","1","0","6"
"malum:soul_stained_steel_plating","malum","soul_stained_steel_plating","item.malum.soul_stained_steel_plating","net.minecraft.world.item.Item","64","0","malum:materials|malum:soulwoven_pouch_efficient","2","0","19"
"malum:soul_stained_steel_scythe","malum","soul_stained_steel_scythe","item.malum.soul_stained_steel_scythe","com.sammy.malum.common.item.curiosities.weapons.scythe.MagicScytheItem","1","1250","c:enchantables|c:tools|c:tools/melee_weapon|c:tools/scythe|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|malum:enchantable/animated|malum:enchantable/ascension|malum:enchantable/haunted|malum:enchantable/rebound|malum:enchantable/spirit_plunder|malum:magic_capable_weapon|malum:scythe|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:enchantable/durability|minecraft:enchantable/vanishing","0","0","7"
"malum:soul_stained_steel_shovel","malum","soul_stained_steel_shovel","item.malum.soul_stained_steel_shovel","team.lodestar.lodestone.systems.item.tools.magic.MagicShovelItem","1","1250","betterarcheology:tunneling_items|c:enchantables|c:tools|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|malum:enchantable/spirit_plunder|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/vanishing|minecraft:shovels","1","0","6"
"malum:soul_stained_steel_sword","malum","soul_stained_steel_sword","item.malum.soul_stained_steel_sword","team.lodestar.lodestone.systems.item.tools.magic.MagicSwordItem","1","1250","c:enchantables|c:tools|c:tools/melee_weapon|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|gaze:sworddomain|immersiveengineering:toolbox/tools|lodestone:enchantable/melee|lodestone:enchantable/weapon|malum:enchantable/animated|malum:enchantable/haunted|malum:enchantable/spirit_plunder|malum:magic_capable_weapon|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/fire_aspect|minecraft:enchantable/sharp_weapon|minecraft:enchantable/sword|minecraft:enchantable/vanishing|minecraft:enchantable/weapon|minecraft:swords|vampirism:enchantable/vampire_slayer","1","2","12"
"malum:soulbinding_brazier","malum","soulbinding_brazier","block.malum.soulbinding_brazier","net.minecraft.world.item.BlockItem","64","0","","1","0","4"
"malum:soulstone_ore","malum","soulstone_ore","block.malum.soulstone_ore","net.minecraft.world.item.BlockItem","64","0","c:ores|enchanted:witch_oven_blacklist|malum:prospectors_treasure","0","2","11"
"malum:soulwood","malum","soulwood","block.malum.soulwood","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_board_ingredient|malum:soulwood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","2","13","10"
"malum:soulwood_beam","malum","soulwood_beam","block.malum.soulwood_beam","net.minecraft.world.item.BlockItem","64","0","","2","0","5"
"malum:soulwood_boards","malum","soulwood_boards","block.malum.soulwood_boards","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_boards|minecraft:planks","3","102","20"
"malum:soulwood_boards_door","malum","soulwood_boards_door","block.malum.soulwood_boards_door","net.minecraft.world.item.BlockItem","64","0","minecraft:doors|minecraft:wooden_doors","1","1","10"
"malum:soulwood_boards_slab","malum","soulwood_boards_slab","block.malum.soulwood_boards_slab","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_slabs|minecraft:slabs|minecraft:wooden_slabs","2","10","10"
"malum:soulwood_boards_stairs","malum","soulwood_boards_stairs","block.malum.soulwood_boards_stairs","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_stairs|minecraft:stairs|minecraft:wooden_stairs","2","0","10"
"malum:soulwood_boards_trapdoor","malum","soulwood_boards_trapdoor","block.malum.soulwood_boards_trapdoor","net.minecraft.world.item.BlockItem","64","0","minecraft:trapdoors|minecraft:wooden_trapdoors","1","2","10"
"malum:soulwood_boards_wall","malum","soulwood_boards_wall","block.malum.soulwood_boards_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","2","0","7"
"malum:soulwood_boat","malum","soulwood_boat","item.malum.soulwood_boat","net.minecraft.world.item.BoatItem","1","0","","1","0","2"
"malum:soulwood_chest_boat","malum","soulwood_chest_boat","item.malum.soulwood_chest_boat","net.minecraft.world.item.BoatItem","1","0","","0","0","0"
"malum:soulwood_door","malum","soulwood_door","block.malum.soulwood_door","net.minecraft.world.item.BlockItem","64","0","minecraft:doors|minecraft:wooden_doors","2","1","12"
"malum:soulwood_item_pedestal","malum","soulwood_item_pedestal","block.malum.soulwood_item_pedestal","net.minecraft.world.item.BlockItem","64","0","","2","1","7"
"malum:soulwood_item_stand","malum","soulwood_item_stand","block.malum.soulwood_item_stand","net.minecraft.world.item.BlockItem","64","0","","2","1","6"
"malum:soulwood_leaves","malum","soulwood_leaves","block.malum.soulwood_leaves","net.minecraft.world.item.BlockItem","64","0","mca:plants|minecraft:completes_find_tree_tutorial|minecraft:leaves","1","4","5"
"malum:soulwood_log","malum","soulwood_log","block.malum.soulwood_log","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_board_ingredient|malum:soulwood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","1","14","15"
"malum:soulwood_panel","malum","soulwood_panel","block.malum.soulwood_panel","net.minecraft.world.item.BlockItem","64","0","","2","1","6"
"malum:soulwood_planks","malum","soulwood_planks","block.malum.soulwood_planks","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_planks|minecraft:planks","3","113","61"
"malum:soulwood_planks_button","malum","soulwood_planks_button","block.malum.soulwood_planks_button","net.minecraft.world.item.BlockItem","64","0","minecraft:buttons|minecraft:wooden_buttons","2","0","9"
"malum:soulwood_planks_fence","malum","soulwood_planks_fence","block.malum.soulwood_planks_fence","net.minecraft.world.item.BlockItem","64","0","c:fences|c:fences/wooden|minecraft:fences|minecraft:wooden_fences","2","17","9"
"malum:soulwood_planks_fence_gate","malum","soulwood_planks_fence_gate","block.malum.soulwood_planks_fence_gate","net.minecraft.world.item.BlockItem","64","0","","2","0","7"
"malum:soulwood_planks_pressure_plate","malum","soulwood_planks_pressure_plate","block.malum.soulwood_planks_pressure_plate","net.minecraft.world.item.BlockItem","64","0","minecraft:wooden_pressure_plates","2","0","8"
"malum:soulwood_planks_slab","malum","soulwood_planks_slab","block.malum.soulwood_planks_slab","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_slabs|minecraft:slabs|minecraft:wooden_slabs","2","10","10"
"malum:soulwood_planks_stairs","malum","soulwood_planks_stairs","block.malum.soulwood_planks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_stairs|minecraft:stairs|minecraft:wooden_stairs","2","0","10"
"malum:soulwood_sapling","malum","soulwood_sapling","block.malum.soulwood_sapling","net.minecraft.world.item.BlockItem","64","0","","1","0","6"
"malum:soulwood_sign","malum","soulwood_sign","block.malum.soulwood_sign","net.minecraft.world.item.SignItem","16","0","","2","0","8"
"malum:soulwood_tiles","malum","soulwood_tiles","block.malum.soulwood_tiles","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_planks|minecraft:planks","2","113","15"
"malum:soulwood_tiles_slab","malum","soulwood_tiles_slab","block.malum.soulwood_tiles_slab","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_slabs|minecraft:slabs|minecraft:wooden_slabs","2","10","10"
"malum:soulwood_tiles_stairs","malum","soulwood_tiles_stairs","block.malum.soulwood_tiles_stairs","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_stairs|minecraft:stairs|minecraft:wooden_stairs","2","0","10"
"malum:soulwood_totem_base","malum","soulwood_totem_base","block.malum.soulwood_totem_base","net.minecraft.world.item.BlockItem","64","0","","1","0","6"
"malum:soulwood_trapdoor","malum","soulwood_trapdoor","block.malum.soulwood_trapdoor","net.minecraft.world.item.BlockItem","64","0","minecraft:trapdoors|minecraft:wooden_trapdoors","2","2","11"
"malum:soulwoven_banner","malum","soulwoven_banner","block.malum.soulwoven_banner","com.sammy.malum.common.item.banner.SoulwovenBannerBlockItem","64","0","malum:soulwoven_pouch_efficient","5","4","18"
"malum:soulwoven_pouch","malum","soulwoven_pouch","item.malum.soulwoven_pouch","com.sammy.malum.common.item.curiosities.pouch.SoulwovenPouchItem","1","0","","1","0","4"
"malum:soulwoven_silk","malum","soulwoven_silk","item.malum.soulwoven_silk","net.minecraft.world.item.Item","64","0","malum:materials|malum:soulwoven_pouch_efficient","1","2","22"
"malum:spellweaving_axe","malum","spellweaving_axe","item.malum.spellweaving_axe","com.sammy.malum.common.item.curiosities.tools.spellweaver.SpellweavingAxeItem","1","1500","c:enchantables|c:tools|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/axe|lodestone:enchantable/melee|lodestone:enchantable/weapon|malum:enchantable/spirit_plunder|malum:enchantable/weavers_haste|malum:enchantable/weavers_propagation|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:axes|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/sharp_weapon|minecraft:enchantable/vanishing|minecraft:enchantable/weapon","0","1","6"
"malum:spellweaving_pickaxe","malum","spellweaving_pickaxe","item.malum.spellweaving_pickaxe","com.sammy.malum.common.item.curiosities.tools.spellweaver.SpellweavingPickaxeItem","1","1500","betterarcheology:tunneling_items|c:enchantables|c:tools|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|malum:enchantable/spirit_plunder|malum:enchantable/weavers_haste|malum:enchantable/weavers_propagation|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/vanishing|minecraft:pickaxes","0","0","6"
"malum:spirit_altar","malum","spirit_altar","block.malum.spirit_altar","net.minecraft.world.item.BlockItem","64","0","","1","0","4"
"malum:spirit_catalyzer","malum","spirit_catalyzer","block.malum.spirit_catalyzer","team.lodestar.lodestone.systems.multiblock.MultiBlockItem","64","0","malum:tainted_rock","0","0","6"
"malum:spirit_crucible","malum","spirit_crucible","block.malum.spirit_crucible","team.lodestar.lodestone.systems.multiblock.MultiBlockItem","64","0","malum:tainted_rock","0","0","6"
"malum:spirit_jar","malum","spirit_jar","block.malum.spirit_jar","com.sammy.malum.common.item.spirit.SpiritJarItem","64","0","","1","0","3"
"malum:splash_of_gluttony","malum","splash_of_gluttony","item.malum.splash_of_gluttony","com.sammy.malum.common.item.food.SplashOfGluttonyItem","64","0","","0","0","3"
"malum:stellar_mechanism","malum","stellar_mechanism","item.malum.stellar_mechanism","com.sammy.malum.common.item.augment.core.StellarMechanismItem","64","0","malum:augments|malum:hidden_items/black_crystal|malum:hidden_items/void|malum:soulwoven_pouch_efficient","0","0","4"
"malum:strange_crystal","malum","strange_crystal","block.malum.strange_crystal","net.minecraft.world.item.BlockItem","64","0","","0","0","2"
"malum:strangeroot","malum","strangeroot","block.malum.strangeroot","net.minecraft.world.item.BlockItem","64","0","","0","0","2"
"malum:stripped_runewood","malum","stripped_runewood","block.malum.stripped_runewood","net.minecraft.world.item.BlockItem","64","0","c:stripped_woods|malum:runewood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","2","11","12"
"malum:stripped_runewood_log","malum","stripped_runewood_log","block.malum.stripped_runewood_log","net.minecraft.world.item.BlockItem","64","0","c:stripped_logs|malum:runewood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","1","12","14"
"malum:stripped_soulwood","malum","stripped_soulwood","block.malum.stripped_soulwood","net.minecraft.world.item.BlockItem","64","0","c:stripped_woods|malum:soulwood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","3","11","11"
"malum:stripped_soulwood_log","malum","stripped_soulwood_log","block.malum.stripped_soulwood_log","net.minecraft.world.item.BlockItem","64","0","c:stripped_logs|malum:soulwood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","2","12","13"
"malum:sundering_anchor","malum","sundering_anchor","item.malum.sundering_anchor","com.sammy.malum.common.item.curiosities.weapons.SunderingAnchorItem","1","2500","c:enchantables|c:tools|c:tools/knife|c:tools/melee_weapon|c:tools/ranged_weapon|enchanted:tool_poppet_whitelist|farmersdelight:enchantable/knife|farmersdelight:straw_harvesters|farmersdelight:tools/knives|gaze:sworddomain|immersiveengineering:toolbox/tools|lodestone:enchantable/knife|lodestone:enchantable/melee|lodestone:enchantable/weapon|malum:enchantable/animated|malum:enchantable/haunted|malum:enchantable/spirit_plunder|malum:hidden_items/black_crystal|malum:hidden_items/result_only|malum:hidden_items/void|malum:magic_capable_weapon|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/fire_aspect|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/sharp_weapon|minecraft:enchantable/sword|minecraft:enchantable/vanishing|minecraft:enchantable/weapon","0","0","13"
"malum:suspicious_device","malum","suspicious_device","item.malum.suspicious_device","com.sammy.malum.common.item.augment.core.SuspiciousDeviceItem","64","0","malum:augments|malum:soulwoven_pouch_efficient","0","0","3"
"malum:sympathy_drive","malum","sympathy_drive","item.malum.sympathy_drive","com.sammy.malum.common.item.augment.core.SympathyDrive","64","0","malum:augments|malum:soulwoven_pouch_efficient","0","0","3"
"malum:tainted_ether_brazier","malum","tainted_ether_brazier","block.malum.tainted_ether_brazier","com.sammy.malum.common.item.ether.EtherBrazierItem","64","0","malum:tainted_rock|minecraft:dyeable","1","0","8"
"malum:tainted_iridescent_ether_brazier","malum","tainted_iridescent_ether_brazier","block.malum.tainted_iridescent_ether_brazier","com.sammy.malum.common.item.ether.EtherBrazierItem","64","0","malum:tainted_rock|minecraft:dyeable","1","0","8"
"malum:tainted_rock","malum","tainted_rock","block.malum.tainted_rock","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_blocks","0","52","127"
